2023-06-14 09:00:15 | DEBUG | key:{{get_timestamp()}},替换结果为--> 1686704415458
2023-06-14 09:00:15 | DEBUG | key:<re.Match object; span=(7, 16), match='{{var_a}}'>,替换结果为--> foo
2023-06-14 09:00:15 | DEBUG | key:<re.Match object; span=(25, 34), match='{{var_c}}'>,替换结果为--> 123
2023-06-14 09:00:15 | DEBUG | key:<re.Match object; span=(37, 46), match='{{var_d}}'>,替换结果为--> None
2023-06-14 09:00:15 | DEBUG | key:<re.Match object; span=(51, 62), match='{{var_e_1}}'>,替换结果为--> True
2023-06-14 09:00:15 | DEBUG | key:<re.Match object; span=(59, 70), match='{{var_e_2}}'>,替换结果为--> bar
2023-06-14 09:00:15 | DEBUG | key:<re.Match object; span=(73, 85), match='{{var_f}}[1]'>,替换结果为--> False
2023-06-14 09:00:15 | DEBUG | key:<re.Match object; span=(87, 96), match='{{var_g}}'>,替换结果为--> {'g': 'gg', 'g1': 'gg', 'g2': 'gg2'}
2023-06-14 09:07:34 | INFO | 开始加载内置方法...
2023-06-14 09:07:34 | INFO | 内置方法加载完成
2023-06-14 09:07:34 | INFO | 所有用例执行开始...
2023-06-14 09:07:34 | INFO | 测试用例:1 不执行，跳过!!!
2023-06-14 09:07:35 | INFO | 暂停:1
2023-06-14 09:07:35 | INFO | sql 执行成功:None
2023-06-14 09:07:35 | INFO | ------开始加载脚本------prepost_script_安全纯净大屏_2.py
2023-06-14 09:07:35 | DEBUG | key:<re.Match object; span=(144, 155), match='{{account}}'>,替换结果为--> 18127813600
2023-06-14 09:07:35 | DEBUG | key:<re.Match object; span=(175, 185), match='{{passwd}}'>,替换结果为--> WD6Y0+LJLHXuFaplzUtSCnwktA7KgXCpjCS+OVvIFGTEoz2gbqK2oOOuJUf7ao0m2YYGiGi1pQTMBnkrxIY1cztGYbVp97kvIQwZLN4UhrOAe3h1asY/NLnDwB/byl7agcGv9WI4oy6B1Z93HVHmQiAKn7QqnDgPVITu4jthNc8=
2023-06-14 09:07:35 | INFO | -----------分割线-----------
2023-06-14 09:07:35 | INFO | 调用 wrapper args: ('https://bimdc.bzlrobot.com/bsp/test/user/ugs', '/auth/loginByNotBip', 'post'); kwargs:{'json': '{"account": "18127813600", "password": "WD6Y0+LJLHXuFaplzUtSCnwktA7KgXCpjCS+OVvIFGTEoz2gbqK2oOOuJUf7ao0m2YYGiGi1pQTMBnkrxIY1cztGYbVp97kvIQwZLN4UhrOAe3h1asY/NLnDwB/byl7agcGv9WI4oy6B1Z93HVHmQiAKn7QqnDgPVITu4jthNc8="}', 'headers': '{"Content-Type": "application/json"}'}
2023-06-14 09:07:35 | ERROR | wrapper: 请求异常
2023-06-14 09:07:35 | INFO | -----------分割线-----------
2023-06-14 09:07:35 | ERROR | 异常用例: 安全纯净大屏_2_登录_非BIP用户登录
'NoneType' object has no attribute 'json'
2023-06-14 09:07:35 | INFO | 测试用例:3 不执行，跳过!!!
2023-06-14 09:07:37 | INFO | 暂停:2
